29.5,20.69,0.0011115074157714844
29.5,20.69,1.010662317276001
29.5,20.75,2.019960641860962
29.5,20.69,3.0290756225585938
29.5,20.69,4.038097143173218
29.5,20.69,5.047959327697754
29.5,20.69,6.056502819061279
29.5,20.69,7.065077781677246
29.5,20.62,8.074471950531006
29.5,20.69,9.083313465118408
29.5,20.69,10.092923402786255
29.5,20.75,11.102044105529785
29.5,20.69,12.111286878585815
29.5,20.69,13.120378732681274
29.5,20.69,14.129248142242432
29.5,20.75,15.138176679611206
29.5,20.75,16.147507429122925
29.5,20.75,17.156899213790894
29.5,20.75,18.165403842926025
29.5,20.69,19.17487931251526
29.5,20.75,20.184422731399536
29.5,20.75,21.19323229789734
29.5,20.81,22.202028036117554
29.5,20.75,23.21143937110901
29.5,20.75,24.2204430103302
29.5,20.75,25.229543685913086
29.5,20.75,26.23882246017456
29.5,20.81,27.247769117355347
29.5,20.81,28.25662589073181
29.5,20.81,29.266300916671753
29.5,20.81,30.27553677558899
29.75,20.81,31.28446626663208
29.5,20.69,32.29342436790466
29.75,20.81,33.30261039733887
29.5,20.81,34.31162190437317
29.75,20.81,35.320985555648804
29.75,20.75,36.330146074295044
29.75,20.81,37.33915877342224
29.75,20.81,38.348087787628174
29.75,20.81,39.35710835456848
29.75,20.81,40.366023540496826
30.0,20.75,41.37558722496033
30.0,20.81,42.384825468063354
30.0,20.75,43.39387392997742
30.0,20.75,44.402976274490356
30.25,20.87,45.411672830581665
30.0,20.81,46.42119336128235
30.25,20.81,47.42989730834961
30.25,20.81,48.43902659416199
30.25,20.81,49.44860577583313
30.25,20.81,50.45756649971008
30.5,20.81,51.46665835380554
30.5,20.81,52.475884675979614
30.5,20.81,53.48504281044006
30.5,20.81,54.49417448043823
30.5,20.81,55.503257513046265
30.75,20.87,56.512680530548096
30.75,20.87,57.52144718170166
30.75,20.87,58.53023386001587
31.0,20.81,59.53938126564026
31.0,20.81,60.548619508743286
31.25,20.87,61.557121992111206
31.25,20.81,62.56667494773865
31.5,20.87,63.5759859085083
31.75,20.81,64.58506178855896
31.75,20.81,65.59346890449524
32.0,20.81,66.60334920883179
32.25,20.87,67.61213755607605
32.25,20.87,68.62208032608032
32.75,20.87,69.63083028793335
32.75,20.81,70.63984537124634
33.0,20.87,71.64907169342041
33.25,20.87,72.65837240219116
33.25,20.87,73.66799187660217
33.5,20.87,74.67666792869568
33.25,20.94,75.68571138381958
33.5,20.87,76.6947693824768
33.25,20.87,77.70398950576782
33.5,20.87,78.71315479278564
33.75,20.94,79.7223310470581
33.75,20.87,80.73084735870361
34.0,20.87,81.74071002006531
34.25,20.94,82.74908304214478
34.25,20.81,83.75831031799316
34.25,20.87,84.76778149604797
34.75,20.87,85.77657532691956
34.5,20.87,86.78497433662415
35.0,20.87,87.79506826400757
35.0,20.87,88.80374193191528
35.0,20.87,89.81281900405884
35.25,20.87,90.82207918167114
35.25,20.87,91.83116888999939
35.5,20.94,92.8403549194336
35.75,20.87,93.84948229789734
36.0,20.87,94.85861253738403
36.25,20.94,95.86765360832214
36.25,20.94,96.876638174057
36.5,20.94,97.88583064079285
36.75,20.87,98.89509654045105
36.75,20.87,99.90423679351807
37.0,20.94,100.91304969787598
37.0,20.94,101.92247700691223
37.25,20.87,102.93166947364807
37.5,20.94,103.94034743309021
37.75,20.94,104.94893956184387
38.0,20.94,105.95859050750732
38.0,20.94,106.9678328037262
38.25,20.87,107.97726321220398
38.25,20.94,108.98651242256165
38.5,20.87,109.99582195281982
38.75,20.94,111.00461888313293
39.0,20.94,112.01359128952026
39.25,20.87,113.0229663848877
39.5,20.94,114.03210639953613
39.75,20.94,115.0412483215332
40.0,20.94,116.05040311813354
40.25,20.94,117.05952167510986
40.25,20.87,118.06868004798889
40.5,21.0,119.07767987251282
40.75,20.94,120.08657336235046
41.0,20.94,121.09571433067322
41.25,20.94,122.10474824905396
41.25,20.94,123.11425709724426
41.75,20.94,124.12343382835388
42.0,20.94,125.13250422477722
42.25,20.94,126.14118123054504
42.5,20.94,127.15044260025024
42.75,20.94,128.15949726104736
43.0,21.0,129.16897106170654
43.25,21.0,130.17812299728394
43.25,21.0,131.18735074996948
43.5,20.94,132.19651341438293
43.75,20.94,133.20536017417908
44.0,20.94,134.21456456184387
44.25,21.0,135.2231011390686
44.25,21.0,136.2332887649536
44.5,21.0,137.24203395843506
45.0,20.94,138.25121092796326
45.25,20.94,139.26004266738892
45.75,21.0,140.26936268806458
46.0,21.0,141.2785210609436
46.0,21.0,142.28756737709045
46.5,20.94,143.2964632511139
46.5,20.94,144.30575489997864
46.75,20.94,145.31507396697998
47.0,20.94,146.3231647014618
47.25,20.94,147.33332300186157
47.25,21.0,148.34253692626953
47.75,21.0,149.3516402244568
48.25,21.0,150.36057353019714
48.5,20.94,151.36990785598755
48.75,20.94,152.37905883789062
49.0,20.94,153.3882086277008
49.25,20.94,154.3974802494049
49.25,20.94,155.40665316581726
49.5,21.0,156.4156231880188
49.75,21.0,157.42462706565857
50.25,21.0,158.43352222442627
50.5,20.87,159.44266748428345
51.0,20.94,160.45116591453552
51.5,21.0,161.4612557888031
51.75,21.0,162.4703118801117
52.0,21.0,163.47957515716553
52.0,20.94,164.48871207237244
52.25,21.0,165.4977707862854
52.25,20.94,166.50668478012085
52.75,20.94,167.5158462524414
53.0,20.94,168.5250632762909
53.25,20.94,169.53443479537964
53.5,21.0,170.54342126846313
53.75,20.94,171.55253219604492
54.0,21.0,172.56158351898193
54.25,21.0,173.57050943374634
54.5,21.0,174.5797986984253
54.5,21.0,175.58895015716553
55.0,21.0,176.5979402065277
55.25,21.06,177.60697722434998
55.5,21.0,178.61611008644104
55.5,21.0,179.62538695335388
56.0,21.0,180.63483929634094
56.25,21.0,181.64365434646606
56.75,21.06,182.6527853012085
57.0,21.0,183.6618776321411
57.0,21.0,184.6710283756256
57.5,21.0,185.68022203445435
57.75,21.0,186.68937039375305
57.75,20.94,187.69841814041138
58.25,20.94,188.70749759674072
58.5,21.0,189.71670365333557
58.75,21.0,190.72545766830444
58.75,21.0,191.73474097251892
59.0,21.0,192.74410486221313
59.25,21.0,193.75238943099976
59.5,21.06,194.76235699653625
59.75,21.0,195.77154636383057
60.0,21.0,196.78064703941345
60.5,21.06,197.78908801078796
60.75,21.0,198.79845094680786
61.0,21.06,199.80714011192322
61.25,21.0,200.81708788871765
61.75,21.06,201.82617664337158
62.0,21.0,202.8353431224823
62.25,21.0,203.84455108642578
